Year,Club Name,League,Profitability,FFP Compliance,Revenue,Wages (%),Investment,Market Size,Points Earned,Variance in Positions,Title Winners
2010,Fiorentina,Serie A,0.09284709277050017,0,240.3890509115558,67.875565052592,22.547055169298734,999.7983933988307,63,4.757570060678829,0
2010,Torino,Serie A,0.07832760248532289,1,262.3929382433149,52.668280785076966,20.775612950451062,1408.5069113649465,99,4.358226087516477,1
2010,Sampdoria,Serie A,0.18116938253805037,0,716.9142439278395,68.175914608129,68.63897092399449,849.5759439338481,63,5.796173565835655,0
2010,Bayern Munich,Bundesliga,0.1232224467011392,0,955.9445515612983,64.44864441387101,15.342315583951155,1398.4472949385065,41,8.882386482532223,1
2010,Borussia Dortmund,Bundesliga,0.10323018318095521,1,614.7316909957256,66.00429043252862,88.64547567260274,1600.8098143225784,36,9.559752240159519,0
2010,RB Leipzig,Bundesliga,0.06323390487734606,0,870.9337611270445,64.51088740440264,49.999222926530095,1164.345735591661,87,7.172884946144886,0
2010,Bayer Leverkusen,Bundesliga,0.13416828794327224,0,184.0282460785195,63.81525447109209,49.83552438068501,1960.2753079211445,33,4.709250385973097,0
2010,Wolfsburg,Bundesliga,0.08297559804253013,0,654.6017219410847,75.56444791590357,64.78443990698352,1914.318881306129,71,9.750739931371937,0
2010,Eintracht Frankfurt,Bundesliga,0.0023203534794464355,1,432.1915717725812,51.99124210129136,38.733369954858524,892.9766916566452,99,2.612321661884242,0
2010,Borussia Monchengladbach,Bundesliga,0.18287012704949243,0,676.6544198878344,77.22475814826987,77.46061548933982,1460.7396880666772,81,1.4684959978419236,1
2010,Schalke 04,Bundesliga,0.17414921305250175,0,579.8708878059937,74.35331000034006,77.83200198446922,1983.2491303158772,77,1.3949913795641906,0
2010,Hertha Berlin,Bundesliga,0.1960936335764469,0,194.82530979450445,63.58069571729425,43.95907565605128,808.7535269802565,75,3.5727195762449417,0
2010,Stuttgart,Bundesliga,0.1452770693526013,1,979.89649245933,54.89725526896429,65.61684359786273,1768.7530358539536,58,3.48129327193193,0
2010,Paris Saint-Germain,Ligue 1,0.10126690626836131,1,846.6239751304333,67.40395362234,60.81143645421959,1785.970177423286,93,6.86677761313807,0
2010,Lyon,Ligue 1,0.16653915962951646,0,492.350664897798,63.08093898844449,89.12263019814196,1171.020335841858,99,7.830888666550422,0
2010,Marseille,Ligue 1,0.06075912310967797,0,314.7300273644544,79.08260622295072,45.17547926430129,641.0567188829107,61,2.5319213702844916,1
2010,Monaco,Ligue 1,0.1423081227258701,1,833.4004079669488,74.1584870143354,68.05229863470026,1050.3712522933884,66,3.2225172245906335,0
2010,Lille,Ligue 1,0.15758633238396164,1,534.8135010074129,54.84974936897847,19.943985104083644,1748.7961801195413,96,2.8626396366212115,0
2010,Rennes,Ligue 1,0.1335630589928074,0,151.9334106330037,59.20731954849083,94.53408233865458,1097.2519932822659,53,1.4497909812937773,0
2010,Bordeaux,Ligue 1,0.09726678387885275,0,960.3423996307133,62.85832744016432,60.55064595305559,1535.3936076421103,99,7.864171302788314,0
2010,Nice,Ligue 1,0.14617289817168466,0,625.5485919620543,55.383088636735714,85.79048940387445,1017.4121879571854,96,8.244953065468152,0
2010,Nantes,Ligue 1,0.1191882373870392,0,242.98301890643629,53.08432575476798,89.62209623448702,598.742134795533,54,6.9959298737553075,0
2010,Saint-Etienne,Ligue 1,0.09291157695554304,1,444.5597990405054,59.37117919030734,17.594280110002522,1785.5313466614596,74,3.790286489784241,0
2011,Manchester United,Premier League,0.009469618595082952,1,786.6480390707862,55.19041945338498,58.49095544396054,759.1454083336624,36,7.346947495936596,0
2011,Liverpool,Premier League,0.180156508035265,1,151.1488436752333,79.50124685506105,51.73482444628186,1359.2038122377385,55,1.4612028719003702,0
2011,Chelsea,Premier League,0.023291073616948512,1,428.2421638497284,63.6211712789606,28.249273743465942,1077.8229339116074,51,1.2161977576844252,0
2011,Arsenal,Premier League,0.06080788918711162,0,286.8766708221007,54.509680320997624,65.24033448314518,1126.3895087310593,46,9.028604385244797,0
2011,Manchester City,Premier League,0.006030488691546232,1,496.6118054763999,74.27627151353256,29.982580385491506,1823.053554605353,87,5.049289568405516,0
2011,Tottenham,Premier League,0.18319038281719613,1,912.8674500168187,51.68381666608243,30.185232100294417,1536.3801527934356,85,3.5556034789624027,0
2011,Leicester City,Premier League,0.040020472698783505,0,586.7755836731126,57.740858892521075,87.2940392900103,1038.963641603459,70,8.686837791389586,0
2011,Everton,Premier League,0.0021681374667685163,0,944.8677225198189,54.394603606057416,50.4046417117102,646.3947208350004,31,9.979556154322024,0
2011,Aston Villa,Premier League,0.032895865388257485,1,320.2809098711573,63.271232154090896,32.01155107092272,1388.495868287137,84,8.70951006322893,0
2011,West Ham,Premier League,0.1371440249297425,1,536.9933429121529,50.72248566164435,15.978948220173994,1913.0348068135572,94,5.674528409038497,0
2011,Real Madrid,La Liga,0.17074145153491882,1,385.1548112599856,62.42228158581677,61.297146227941305,1956.1452390469099,41,6.64010766712267,0
2011,Barcelona,La Liga,0.049643460036385735,0,844.885768855165,60.000703317603524,14.155550332801512,913.8892824545422,77,3.995303223644321,0
2011,Atletico Madrid,La Liga,0.01600073455751552,1,971.5850925333579,53.30554118916105,99.33027676797842,787.7037579696012,59,6.340921310639703,0
2011,Sevilla,La Liga,0.12545899181932407,0,294.9324704929941,78.16162109233707,81.75629787515905,1118.431210038565,73,6.308300596675872,0
2011,Valencia,La Liga,0.019710091411579023,1,774.3710178550557,68.64524719644174,44.5906105538961,1971.7960451818008,58,9.941508124427914,0
2011,Villarreal,La Liga,0.19646579556573218,1,953.3915782944223,50.92659650094653,67.90637642120015,894.1467967800475,61,8.212488590293804,0
2011,Real Betis,La Liga,0.16822882151533164,0,492.2705783937223,69.30410526913724,88.53642087740022,1340.5873675087007,49,3.009446018207707,0
2011,Real Sociedad,La Liga,0.07244927273049542,0,195.24075558228276,79.65498709074402,61.55730681364274,1343.1794477697408,93,6.575258304397093,0
2011,Athletic Bilbao,La Liga,0.1882977872241325,1,347.39363897935857,57.81041850844609,51.147765997198626,950.5916065341122,78,5.845861731811226,0
2011,Getafe,La Liga,0.09108889770374551,1,944.2671294509906,74.54791376415322,36.45660656459354,1925.8368785065595,69,6.093332519010213,0
2011,Juventus,Serie A,0.1463295212355734,1,393.3830813104764,61.72780939637124,10.817725938643754,1806.2055987614194,42,2.9184216855566234,0
2011,Inter Milan,Serie A,0.0825238743634706,0,108.63538705087247,58.3976701183925,29.986112338356644,1630.8116621153372,96,6.749522007544209,0
2011,AC Milan,Serie A,0.18758442174857184,1,206.27062329141984,59.58521528349488,33.5229906871798,1368.8734738563194,36,7.98000126564988,0
2011,Napoli,Serie A,0.15203854623571084,1,594.8336043715127,69.00521439267712,15.558121872488721,1852.3579928980132,35,1.9236106413413445,0
2011,Roma,Serie A,0.16793912733292465,0,981.6501106388728,71.5941286152944,37.75180461300832,1815.2141707712187,72,1.3597549910278737,1
2011,Lazio,Serie A,0.1953061083968567,0,712.2968045347124,72.9327162297792,48.7838021340617,568.3588161049959,89,1.4887342272386355,0
2011,Atalanta,Serie A,0.15811139011541375,1,682.04710813466,54.73797754705863,11.465723428043235,918.7632564344724,64,1.6967470031944014,0
2011,Fiorentina,Serie A,0.09258084063242387,0,214.47943332535547,75.20189909980844,44.63561393027622,1852.8841989070138,88,4.403833503582877,0
2011,Torino,Serie A,0.08898835058190413,1,194.4347400155313,76.21124922172743,51.9143451290241,1058.6461017502165,93,7.50776574821443,0
2011,Sampdoria,Serie A,0.11688606735446183,1,633.3177111039666,57.85897113623286,19.21606354018987,1828.0067078830034,32,5.566761816694678,0
2011,Bayern Munich,Bundesliga,0.02769672062841848,1,593.5578428480351,59.00385753471289,15.67133359255642,844.2309019642796,67,2.3622104106720507,0
2011,Borussia Dortmund,Bundesliga,0.13282381667115378,1,204.74177682314604,68.11217881816121,13.748054619229883,711.4506426716061,62,4.412496858371015,0
2011,RB Leipzig,Bundesliga,0.12656464876117435,0,597.7507517222487,51.157994508852056,62.9648593682954,1780.599439353853,55,9.366550112371725,0
2011,Bayer Leverkusen,Bundesliga,0.0467890861808163,0,230.70620878099535,64.5364742171258,44.471518020007004,1075.2743047729655,79,6.116094385886164,0
2011,Wolfsburg,Bundesliga,0.03860604515651858,0,367.59279744355064,73.06615066053693,99.32738971380782,1983.0288030428055,43,1.9167657615266953,0
2011,Eintracht Frankfurt,Bundesliga,0.08801096440227184,0,607.6811051281337,68.56466434612632,15.950973149750803,1693.9689676197336,52,5.53180414924412,1
2011,Borussia Monchengladbach,Bundesliga,0.07165275094471472,0,120.14513112668818,53.711009247904514,15.824144936727174,833.5797359109738,43,7.172458798850364,1
2011,Schalke 04,Bundesliga,0.050589738410061605,0,495.0879656484314,79.03874923438116,60.88646507880801,754.7789642860794,90,7.74195931928064,1
2011,Hertha Berlin,Bundesliga,0.05507719303458258,1,993.142538179692,60.622756918566765,52.79582540421353,920.784972080911,45,5.761677211204018,0
2011,Stuttgart,Bundesliga,0.028885232882638646,1,762.9212756909074,74.91543659092615,46.10043018848465,731.5174620517919,35,5.659411825644288,0
2011,Paris Saint-Germain,Ligue 1,0.15592588286573134,0,550.8007748994753,64.62397787307188,64.99172023758402,1899.5361407635025,81,5.764829484321343,1
2011,Lyon,Ligue 1,0.15134264141864595,1,233.09559518670176,59.39840596772869,22.66026121326644,1258.5311926864256,60,6.387563698666479,0
2011,Marseille,Ligue 1,0.12477029452215815,0,281.40943654472767,72.78028416776277,46.92248380614758,1404.9758032253744,36,6.336920992556594,1
2011,Monaco,Ligue 1,0.14538464979754648,0,582.8239753276248,55.98213403500334,46.80140444468252,1678.2103435472393,81,3.5992070797103675,1
2011,Lille,Ligue 1,0.057450202525496756,1,854.7081017381624,54.81156556066289,68.65761974815155,749.4450919434659,61,3.2584241838776684,0
2011,Rennes,Ligue 1,0.005363609749943299,1,833.5825774030203,74.28745011156143,74.75025537495401,969.9642586374255,98,7.401028842111457,0
2011,Bordeaux,Ligue 1,0.08886928985542922,0,778.0578700491864,50.806667700653,76.95905477646782,1942.7017299308359,70,4.197044536190849,0
2011,Nice,Ligue 1,0.0457423213015086,1,240.67675734674685,79.40676807910293,76.46823638152787,1750.348624964453,95,2.1067191943759567,0
2011,Nantes,Ligue 1,0.060957251131078506,0,963.8408692570184,62.92844088196354,60.192061867539614,1138.8823666870921,68,5.738670140074015,0
2011,Saint-Etienne,Ligue 1,0.16378908875534362,0,983.1594423830535,71.56131428206601,62.27592176946901,500.1783096738198,44,7.915991876306613,0
2012,Manchester United,Premier League,0.18387575077287577,1,255.87702520902016,50.428926795075505,27.393115422773057,605.3259218631894,40,3.0247509629391187,0
2012,Liverpool,Premier League,0.09594795655160795,0,361.35605403321586,63.13453611514255,42.16238715408587,1760.4651041918955,47,9.852592647081764,0
2012,Chelsea,Premier League,0.18586192194894732,0,289.13496533399405,71.86727755149636,16.938756364544854,624.7265244306518,98,2.374010600739158,0
2012,Arsenal,Premier League,0.11772690708195242,1,667.2616613319065,69.31380172972987,76.34853851817726,1272.2517786429444,71,9.813288082027869,0
2012,Manchester City,Premier League,0.013718410181777219,1,188.19231604330554,71.78447355045289,92.4451517268425,1956.946618390516,87,8.839972926048238,1
2012,Tottenham,Premier League,0.030100494543402957,0,449.82471297247946,59.0394970177405,91.27786103019476,1134.553948129862,85,2.85852926791739,0
2012,Leicester City,Premier League,0.17317360520445146,0,916.3467662382302,70.43975058312097,92.97550868912911,982.7688993577689,43,3.1627818977533955,0
2012,Everton,Premier League,0.19072893704241933,1,567.0473037113429,66.31661493193207,57.645427024784375,940.1057238538818,40,3.1093019555815005,0
2012,Aston Villa,Premier League,0.1315144850355905,1,772.6006796757923,51.26477556543065,12.44398090726592,1842.8358108455072,71,5.235399474457473,1
2012,West Ham,Premier League,0.09020149031309935,0,146.54164173415614,54.2527964473083,69.51472815820225,1910.2682858254677,61,7.012645073530814,0
2012,Real Madrid,La Liga,0.14133468329763638,1,294.99928440146584,72.15905678327462,82.09491472661004,1310.5229294202204,66,7.43134894286636,0
2012,Barcelona,La Liga,0.046217273721031155,0,571.1384481399576,76.21971842211725,66.83174862672962,550.9051413694702,34,1.3106717977848539,0
2012,Atletico Madrid,La Liga,0.07549209309854508,1,484.4548051999069,68.58353616902474,76.10232663695018,1236.721888925459,41,2.6009671040192055,0
2012,Sevilla,La Liga,0.17001699366857384,1,654.8333517876598,75.36732811312004,47.1847778053817,1197.833920522371,64,7.733462388199484,0
2012,Valencia,La Liga,0.18798230806881236,0,499.9167863882868,74.59548417577406,53.65020768828525,1981.2392301973682,43,4.255160827166152,0
2012,Villarreal,La Liga,0.0574407154514234,1,722.9873254420359,63.23091542390939,53.31942178490238,1719.7963528236157,65,1.813021264715337,0
2012,Real Betis,La Liga,0.13124912428392116,0,929.9516061635512,65.90789000491054,80.01861669650208,1778.7742883744322,83,2.1677083680684532,0
2012,Real Sociedad,La Liga,0.03058409639637241,1,414.1350062599735,53.4173614543616,56.53740667731653,1204.2963701387032,60,2.966463190505332,1
2012,Athletic Bilbao,La Liga,0.09778763033748708,1,448.4178456210017,59.89293273916365,94.9912056020108,1144.8751983279142,49,7.127499763077069,0
2012,Getafe,La Liga,0.043315781832643466,0,450.7606154533583,52.00500803775561,12.521797569894186,1477.4365957547743,69,4.057534683512714,0
2012,Juventus,Serie A,0.16905828333885103,1,920.322112201387,55.54192996410951,37.608102124865745,1855.8570348121832,39,5.809938679593201,0
2012,Inter Milan,Serie A,0.15063381818254074,0,587.3397414933366,68.4448590168239,46.84447426601348,766.9380757095315,75,6.499701176654443,1
2012,AC Milan,Serie A,0.07062264788299995,0,889.4539803165003,67.08316716176613,34.91136213488343,1971.9563505933747,83,4.137440796001605,0
2012,Napoli,Serie A,0.10965706406152856,0,779.2269938868928,60.79900365992652,89.35391612124775,564.1169824340656,69,2.907870219393621,1
2012,Roma,Serie A,0.15991666210170172,1,985.6865447683678,74.7726235607432,39.998448879676246,1245.80552101929,46,8.152419766457424,0
2012,Lazio,Serie A,0.07413323216524413,0,877.5885484557547,74.5729314060537,68.98839009332906,1040.1997789382467,87,2.013664170984306,0
2012,Atalanta,Serie A,0.09326395046343781,0,850.093438106563,65.65555576641367,47.565240294399224,860.6040187916856,59,1.9621645399558356,0
2012,Fiorentina,Serie A,0.1573496969635295,0,488.50527018206515,56.20349435208019,71.33727693737026,1218.5132422133897,31,6.393911476676391,0
2012,Torino,Serie A,0.17957399872781676,1,859.4173613859533,65.3301296546382,67.95340825588531,1396.5029787666967,47,2.0656182496079074,1
2012,Sampdoria,Serie A,0.029439595169125355,0,287.85695165428115,76.14633339410292,53.31077400236227,1144.8983522065896,37,5.6874570288691055,0
2012,Bayern Munich,Bundesliga,0.018859986515674443,1,868.2429521954172,50.232699173375195,41.64459430391608,1115.5353474770027,76,8.148995667248215,0
2012,Borussia Dortmund,Bundesliga,0.18176249225986432,1,773.4761955974795,67.88772388776141,24.87889084107977,1427.0712621812845,78,3.4134911913397628,0
2012,RB Leipzig,Bundesliga,0.012770043089060358,1,573.5067558489251,61.50815298654551,41.99336230772908,1928.8456155103443,30,4.926843182807218,0
2012,Bayer Leverkusen,Bundesliga,0.0902605580846787,0,719.531487409461,52.736209454561184,87.16279223592836,1856.202553278408,64,3.5065206837183607,1
2012,Wolfsburg,Bundesliga,0.14417645985848893,0,288.49226970218626,58.87391949681306,68.96505241242492,898.629150772296,48,5.979184303790994,0
2012,Eintracht Frankfurt,Bundesliga,0.09120352231112315,1,690.5184945161743,64.20672246229152,34.07480959131139,1190.4524343168541,60,1.9514939409603156,0
2012,Borussia Monchengladbach,Bundesliga,0.11427294044972136,0,125.44032141679688,51.31506618111619,32.223842724564925,822.6942299943926,98,6.508241454774447,0
2012,Schalke 04,Bundesliga,0.1163494003238159,0,859.6128477245052,79.04692170258659,93.33390611093529,892.4035280227531,52,3.495434582205534,0
2012,Hertha Berlin,Bundesliga,0.08371789646002326,1,230.4333220044217,77.2916819187855,79.56026871985428,1388.739095589569,32,4.924856294692944,1
2012,Stuttgart,Bundesliga,0.10183448790363847,1,940.6834238387261,54.63483233520646,77.31102088579922,1256.1340473356759,98,9.256253724844562,0
2012,Paris Saint-Germain,Ligue 1,0.09519741426886429,1,795.397084975373,58.501284898944746,49.70441825968032,1607.7135030066527,36,8.09641461087332,0
2012,Lyon,Ligue 1,0.17813250268324488,1,513.6675522112465,65.30402158752032,88.07892647288216,1275.2038006049233,84,2.752897468462573,0
2012,Marseille,Ligue 1,0.19413303250371364,1,764.48322654265,56.0681713682029,80.12257994716498,1401.9736543323434,60,3.834754175947584,0
2012,Monaco,Ligue 1,0.04229232468391695,1,649.1766438784953,61.20189168105419,37.92785880922263,1024.4850765476367,63,4.694447168347432,1
2012,Lille,Ligue 1,0.05479230943164884,1,707.3617382313882,63.403538567551465,60.70815155226185,971.0350190351853,38,3.9625537908290505,0
2012,Rennes,Ligue 1,0.00552327798506802,0,918.8440125935358,58.774839291138406,96.13573236241677,1854.8973370001358,67,9.380349945218128,0
2012,Bordeaux,Ligue 1,0.13349360757938683,0,939.1923702030564,68.17479690127502,53.19774627854211,1372.5983041481952,76,9.554822456144908,0
2012,Nice,Ligue 1,0.07301583233124223,0,258.8164648890976,73.19998649252447,79.13130074405295,1197.7138747306235,94,5.708352263814445,0
2012,Nantes,Ligue 1,0.17262710657401673,1,728.3945744948225,50.970390451380894,42.06126512383184,1738.9110437300417,73,4.203587749990108,0
2012,Saint-Etienne,Ligue 1,0.012656412253726157,1,529.4121016172118,71.21129529025838,38.496484489545864,1381.6259899870681,88,9.44679000900195,0
2013,Manchester United,Premier League,0.10901875779778464,1,228.84533039162923,70.31665586987252,51.11127280514049,972.8925476556946,36,5.438155762527455,0
2013,Liverpool,Premier League,0.1537184162638144,0,221.18172747297018,70.64538099141063,49.98254833095753,767.3988655435867,77,2.132678702153577,0
2013,Chelsea,Premier League,0.028215946362077915,0,224.65692522607117,62.30476908937001,37.66364547442589,1431.2546996192852,95,6.908273579903215,0
2013,Arsenal,Premier League,0.03612782592726343,0,494.1571580000909,53.40795885338089,19.037243587982395,886.1446847929838,65,1.3692790961721906,0
2013,Manchester City,Premier League,0.05300863859982774,0,156.60834095671092,78.60621725471938,53.346567911934095,1599.8555843146146,51,5.1468302214418955,0
2013,Tottenham,Premier League,0.061187433426740157,1,121.18689944890876,55.47811641483884,69.14493470191351,1631.1917702116234,69,3.687703519931245,0
2013,Leicester City,Premier League,0.011543547585066417,0,704.5474680789883,60.83506898215538,51.028454014689764,593.3561106286921,83,6.717572566695482,0
2013,Everton,Premier League,0.1397852624778793,1,159.6578111511074,65.5583271462682,82.65391728598334,1864.32422687941,57,9.882525375044187,0
2013,Aston Villa,Premier League,0.13761103090897384,1,133.09089612025787,62.80161515733775,17.49861968167779,631.1867429793892,30,6.14496317077831,0
2013,West Ham,Premier League,0.08170425841888665,0,933.0036605452204,73.6141136223068,21.517358311380317,505.8160578061646,69,9.918918087597191,0
2013,Real Madrid,La Liga,0.07046200720190676,1,331.56224687079964,52.65192587914726,91.20937084445781,1990.354060817569,61,3.4516415522887227,0
2013,Barcelona,La Liga,0.1159415962710205,1,180.8974722472649,56.257427703737534,16.66262496416206,623.0935509023584,67,7.967825351927189,0
2013,Atletico Madrid,La Liga,0.13140003516148638,1,520.8572062336638,62.295323741242534,51.17157188807817,581.504067718398,77,2.181930499256815,1
2013,Sevilla,La Liga,0.008263253638724556,1,742.3796675417893,52.1360608794025,63.21177442205394,797.8237676312126,76,2.5870733497839735,0
2013,Valencia,La Liga,0.030969607306056936,1,244.25581000137296,73.13995160154766,64.4559540444242,1079.9207378470292,57,9.765963318154897,0
2013,Villarreal,La Liga,0.19269148680617515,0,190.23580388436358,74.37988564923633,81.95116550995243,1849.2958173831757,81,8.449966658022127,0
2013,Real Betis,La Liga,0.021087298276245916,1,329.1419671974726,57.87036935783267,84.33631038156892,1473.1154335236329,72,2.343822152970993,0
2013,Real Sociedad,La Liga,0.13216616928516048,0,650.8658109611207,74.33548824253099,85.06093577134787,1113.6767685195139,32,9.164963027544232,0
2013,Athletic Bilbao,La Liga,0.1497813626101219,0,183.94936709122143,56.8343644930731,14.338864139532603,645.812592340671,59,8.45839497554475,0
2013,Getafe,La Liga,0.15503795761477118,0,837.8156220936173,58.09354478291989,18.78778326730134,1563.1158634944309,81,2.1849378697110575,1
2013,Juventus,Serie A,0.17801106167534517,1,137.64910578883124,73.52041394658399,74.89578738835469,1739.0141587371706,40,5.656832138978436,0
2013,Inter Milan,Serie A,0.17599721174652866,1,782.976197002385,79.4140344718738,45.751484256341996,846.2475031175518,86,3.8433758043202246,0
2013,AC Milan,Serie A,0.15493276000026407,1,227.5020042685193,59.38749279732188,41.830020134248215,1531.6828397285556,86,5.573757520482147,0
2013,Napoli,Serie A,0.05171495876758719,0,995.0279042964028,77.5783724877871,64.2172110323612,1589.820071213504,73,6.7410803693592145,0
2013,Roma,Serie A,0.049153503876021826,1,228.49519653929192,64.13180552197336,78.63220560404268,1729.6588202320506,35,3.7269941581027144,0
2013,Lazio,Serie A,0.1612868994721147,1,777.6143259627611,65.76383092595012,71.84319992175622,1996.6950408781527,66,7.270349106076604,0
2013,Atalanta,Serie A,0.018191224913483486,1,300.3191985636369,52.87475927636863,42.98104998548293,1525.77115577211,52,8.13082688442773,0
2013,Fiorentina,Serie A,0.04702305113254224,0,194.9129180822987,64.41757685786172,66.2709266509294,631.864557130859,93,9.36011695775726,0
2013,Torino,Serie A,0.15426952608324881,0,316.33637739397955,57.85212709335284,70.34428864758526,1364.7884148109583,49,7.408307680984835,0
2013,Sampdoria,Serie A,0.1313703932086761,1,828.0396769996444,68.27829721832785,16.26943767978032,1817.6823774854374,48,5.320325123181136,0
2013,Bayern Munich,Bundesliga,0.08813113045853219,0,684.3457013540079,53.251369720497955,35.08661418095142,970.5102472773611,43,1.6433161696897058,0
2013,Borussia Dortmund,Bundesliga,0.05341124232340042,1,228.50151756912388,63.96308565382984,70.19406752483962,1467.6172521340832,67,5.112876893089512,0
2013,RB Leipzig,Bundesliga,0.13625539120908012,1,208.27627048070005,57.792821285046415,27.509441657828216,1555.4951343596442,81,9.524245598485539,0
2013,Bayer Leverkusen,Bundesliga,0.06914489017814092,1,487.3913247383905,63.22222829064976,37.60134739993234,1308.6490652230982,31,6.277178106321748,0
2013,Wolfsburg,Bundesliga,0.02701022750163844,1,577.6870097633113,58.81740925462815,32.350289310640676,1467.824470596759,53,6.436636259350637,0
2013,Eintracht Frankfurt,Bundesliga,0.09625340692218579,0,986.3170569782671,71.79538988394947,52.12728033195602,1937.0806995053447,46,4.910206260500964,0
2013,Borussia Monchengladbach,Bundesliga,0.1035655778372716,1,793.3854567676436,68.7388416387459,38.108064937378515,638.7200540895292,67,9.88314807355795,0
2013,Schalke 04,Bundesliga,0.09297530805825967,0,649.5871415897295,75.24475122952666,73.85690522401012,1716.589610502601,51,7.9742870893378655,0
2013,Hertha Berlin,Bundesliga,0.05615706205521287,0,824.8773876577134,68.06125291983093,57.69610674006801,1708.929818418879,59,7.703701368022426,0
2013,Stuttgart,Bundesliga,0.053631433784279085,0,680.0707615411694,65.80136513993045,37.36719282702718,1958.0040308890889,85,3.9248511035506732,0
2013,Paris Saint-Germain,Ligue 1,0.17319645836717132,0,604.4013795956374,50.64167121067941,28.313216559543875,954.4181561488405,72,2.135193827849835,0
2013,Lyon,Ligue 1,0.0133825250309616,0,256.3712191337615,63.348764228008505,63.72856728571968,924.2244477476762,38,5.7512578480180885,0
2013,Marseille,Ligue 1,0.027633092049170638,0,797.966346225494,51.72579059802345,93.16343618858339,745.224517490209,58,8.95182540888971,0
2013,Monaco,Ligue 1,0.029531471516404895,1,615.2634029652241,79.74296329155268,33.695139900128446,1413.0323639957803,46,8.164994497405768,0
2013,Lille,Ligue 1,0.05980857776951192,0,728.4677867995953,51.223610262997326,12.977470820470709,1984.2013204490709,39,4.325238310803667,0
